feature_index,feature_name,feature_group,feature_name_source
319,genomic_feature_52,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
320,genomic_feature_239,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
321,genomic_feature_305,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
322,genomic_feature_119,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
323,genomic_feature_173,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
324,genomic_feature_34,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
325,genomic_feature_28,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
326,genomic_feature_186,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
327,genomic_feature_2,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
328,genomic_feature_220,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
329,genomic_feature_252,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
330,genomic_feature_263,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
331,genomic_feature_269,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
332,genomic_feature_111,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
333,genomic_feature_255,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
334,genomic_feature_26,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
335,genomic_feature_238,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
336,genomic_feature_149,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
337,genomic_feature_168,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
338,genomic_feature_318,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
339,genomic_feature_33,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
340,genomic_feature_282,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
341,genomic_feature_236,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
342,genomic_feature_108,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
343,genomic_feature_253,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
344,genomic_feature_221,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
345,genomic_feature_136,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
346,genomic_feature_32,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
347,genomic_feature_47,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
348,genomic_feature_202,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
349,genomic_feature_258,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
350,genomic_feature_75,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
351,genomic_feature_189,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
352,genomic_feature_313,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
353,genomic_feature_206,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
354,genomic_feature_254,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
355,genomic_feature_27,Other_basic,loaded_from_file::/content/drive/MyDrive/Project_Protein/model/phase14_explainability_analysis/results/phase14_genomic_feature_permutation_importance_pr_auc.csv
