feature_index,feature_name,coefficient,abs_coefficient,block,feature_group
1033,dnabert2_emb_9,0.12410488,0.12410488,Genomic_DNABERT2_block,DNABERT2_embedding
421,protein_emb_421,-0.12408736,0.12408736,Protein_ProtBERT_SW_block,Protein_embedding
1136,dnabert2_emb_112,0.12407547,0.12407547,Genomic_DNABERT2_block,DNABERT2_embedding
1005,protein_emb_1005,0.12382402,0.12382402,Protein_ProtBERT_SW_block,Protein_embedding
1201,dnabert2_emb_177,-0.12348755,0.12348755,Genomic_DNABERT2_block,DNABERT2_embedding
372,protein_emb_372,0.12344952,0.12344952,Protein_ProtBERT_SW_block,Protein_embedding
905,protein_emb_905,0.12342276,0.12342276,Protein_ProtBERT_SW_block,Protein_embedding
1590,dnabert2_emb_566,0.12305234,0.12305234,Genomic_DNABERT2_block,DNABERT2_embedding
834,protein_emb_834,-0.12297152,0.12297152,Protein_ProtBERT_SW_block,Protein_embedding
598,protein_emb_598,-0.12296177,0.12296177,Protein_ProtBERT_SW_block,Protein_embedding
496,protein_emb_496,0.12293177,0.12293177,Protein_ProtBERT_SW_block,Protein_embedding
1778,dnabert2_emb_754,0.12248744,0.12248744,Genomic_DNABERT2_block,DNABERT2_embedding
1554,dnabert2_emb_530,0.12204871,0.12204871,Genomic_DNABERT2_block,DNABERT2_embedding
770,protein_emb_770,-0.12192216,0.12192216,Protein_ProtBERT_SW_block,Protein_embedding
1022,protein_emb_1022,-0.12139963,0.12139963,Protein_ProtBERT_SW_block,Protein_embedding
335,protein_emb_335,-0.12135461,0.12135461,Protein_ProtBERT_SW_block,Protein_embedding
970,protein_emb_970,0.1212183,0.1212183,Protein_ProtBERT_SW_block,Protein_embedding
782,protein_emb_782,0.12121583,0.12121583,Protein_ProtBERT_SW_block,Protein_embedding
1443,dnabert2_emb_419,0.12108959,0.12108959,Genomic_DNABERT2_block,DNABERT2_embedding
24,protein_emb_24,-0.12104173,0.12104173,Protein_ProtBERT_SW_block,Protein_embedding
32,protein_emb_32,0.12091036,0.12091036,Protein_ProtBERT_SW_block,Protein_embedding
790,protein_emb_790,0.12073691,0.12073691,Protein_ProtBERT_SW_block,Protein_embedding
1279,dnabert2_emb_255,-0.12071916,0.12071916,Genomic_DNABERT2_block,DNABERT2_embedding
14,protein_emb_14,0.12066194,0.12066194,Protein_ProtBERT_SW_block,Protein_embedding
1449,dnabert2_emb_425,0.1205592,0.1205592,Genomic_DNABERT2_block,DNABERT2_embedding
1772,dnabert2_emb_748,0.12054591,0.12054591,Genomic_DNABERT2_block,DNABERT2_embedding
1720,dnabert2_emb_696,-0.12050094,0.12050094,Genomic_DNABERT2_block,DNABERT2_embedding
161,protein_emb_161,0.12048662,0.12048662,Protein_ProtBERT_SW_block,Protein_embedding
1392,dnabert2_emb_368,0.12013217,0.12013217,Genomic_DNABERT2_block,DNABERT2_embedding
317,protein_emb_317,0.11991937,0.11991937,Protein_ProtBERT_SW_block,Protein_embedding
1346,dnabert2_emb_322,0.1198854,0.1198854,Genomic_DNABERT2_block,DNABERT2_embedding
1244,dnabert2_emb_220,-0.1189203,0.1189203,Genomic_DNABERT2_block,DNABERT2_embedding
1358,dnabert2_emb_334,-0.11867201,0.11867201,Genomic_DNABERT2_block,DNABERT2_embedding
1275,dnabert2_emb_251,0.11782774,0.11782774,Genomic_DNABERT2_block,DNABERT2_embedding
1457,dnabert2_emb_433,0.11771327,0.11771327,Genomic_DNABERT2_block,DNABERT2_embedding
36,protein_emb_36,-0.11770898,0.11770898,Protein_ProtBERT_SW_block,Protein_embedding
1212,dnabert2_emb_188,-0.11769391,0.11769391,Genomic_DNABERT2_block,DNABERT2_embedding
620,protein_emb_620,0.1176467,0.1176467,Protein_ProtBERT_SW_block,Protein_embedding
876,protein_emb_876,-0.11744747,0.11744747,Protein_ProtBERT_SW_block,Protein_embedding
1165,dnabert2_emb_141,0.11736009,0.11736009,Genomic_DNABERT2_block,DNABERT2_embedding
636,protein_emb_636,-0.11645766,0.11645766,Protein_ProtBERT_SW_block,Protein_embedding
249,protein_emb_249,0.11643572,0.11643572,Protein_ProtBERT_SW_block,Protein_embedding
388,protein_emb_388,0.11639694,0.11639694,Protein_ProtBERT_SW_block,Protein_embedding
1373,dnabert2_emb_349,-0.11628403,0.11628403,Genomic_DNABERT2_block,DNABERT2_embedding
382,protein_emb_382,-0.11602317,0.11602317,Protein_ProtBERT_SW_block,Protein_embedding
1006,protein_emb_1006,0.11598279,0.11598279,Protein_ProtBERT_SW_block,Protein_embedding
960,protein_emb_960,-0.11558961,0.11558961,Protein_ProtBERT_SW_block,Protein_embedding
987,protein_emb_987,-0.11556521,0.11556521,Protein_ProtBERT_SW_block,Protein_embedding
1350,dnabert2_emb_326,0.11544735,0.11544735,Genomic_DNABERT2_block,DNABERT2_embedding
196,protein_emb_196,-0.11517397,0.11517397,Protein_ProtBERT_SW_block,Protein_embedding
1733,dnabert2_emb_709,-0.11500212,0.11500212,Genomic_DNABERT2_block,DNABERT2_embedding
1480,dnabert2_emb_456,-0.11485136,0.11485136,Genomic_DNABERT2_block,DNABERT2_embedding
1470,dnabert2_emb_446,-0.11483343,0.11483343,Genomic_DNABERT2_block,DNABERT2_embedding
537,protein_emb_537,-0.11479388,0.11479388,Protein_ProtBERT_SW_block,Protein_embedding
619,protein_emb_619,-0.11477634,0.11477634,Protein_ProtBERT_SW_block,Protein_embedding
855,protein_emb_855,0.1145427,0.1145427,Protein_ProtBERT_SW_block,Protein_embedding
169,protein_emb_169,-0.11433091,0.11433091,Protein_ProtBERT_SW_block,Protein_embedding
803,protein_emb_803,-0.11429789,0.11429789,Protein_ProtBERT_SW_block,Protein_embedding
551,protein_emb_551,-0.11428796,0.11428796,Protein_ProtBERT_SW_block,Protein_embedding
285,protein_emb_285,0.11412182,0.11412182,Protein_ProtBERT_SW_block,Protein_embedding
1093,dnabert2_emb_69,-0.1141137,0.1141137,Genomic_DNABERT2_block,DNABERT2_embedding
651,protein_emb_651,-0.11380214,0.11380214,Protein_ProtBERT_SW_block,Protein_embedding
954,protein_emb_954,0.11375489,0.11375489,Protein_ProtBERT_SW_block,Protein_embedding
647,protein_emb_647,0.11369232,0.11369232,Protein_ProtBERT_SW_block,Protein_embedding
1122,dnabert2_emb_98,-0.1136715,0.1136715,Genomic_DNABERT2_block,DNABERT2_embedding
658,protein_emb_658,-0.11363893,0.11363893,Protein_ProtBERT_SW_block,Protein_embedding
425,protein_emb_425,-0.11356947,0.11356947,Protein_ProtBERT_SW_block,Protein_embedding
1366,dnabert2_emb_342,-0.11348159,0.11348159,Genomic_DNABERT2_block,DNABERT2_embedding
654,protein_emb_654,-0.11330026,0.11330026,Protein_ProtBERT_SW_block,Protein_embedding
350,protein_emb_350,-0.11325935,0.11325935,Protein_ProtBERT_SW_block,Protein_embedding
1411,dnabert2_emb_387,0.11322879,0.11322879,Genomic_DNABERT2_block,DNABERT2_embedding
655,protein_emb_655,0.11298381,0.11298381,Protein_ProtBERT_SW_block,Protein_embedding
582,protein_emb_582,-0.11283847,0.11283847,Protein_ProtBERT_SW_block,Protein_embedding
1467,dnabert2_emb_443,-0.11282368,0.11282368,Genomic_DNABERT2_block,DNABERT2_embedding
23,protein_emb_23,0.1128198,0.1128198,Protein_ProtBERT_SW_block,Protein_embedding
927,protein_emb_927,0.11268225,0.11268225,Protein_ProtBERT_SW_block,Protein_embedding
591,protein_emb_591,0.11259742,0.11259742,Protein_ProtBERT_SW_block,Protein_embedding
405,protein_emb_405,-0.11249331,0.11249331,Protein_ProtBERT_SW_block,Protein_embedding
89,protein_emb_89,0.11246732,0.11246732,Protein_ProtBERT_SW_block,Protein_embedding
113,protein_emb_113,0.11215085,0.11215085,Protein_ProtBERT_SW_block,Protein_embedding
212,protein_emb_212,0.11162625,0.11162625,Protein_ProtBERT_SW_block,Protein_embedding
7,protein_emb_7,-0.11149911,0.11149911,Protein_ProtBERT_SW_block,Protein_embedding
1496,dnabert2_emb_472,-0.11147187,0.11147187,Genomic_DNABERT2_block,DNABERT2_embedding
1338,dnabert2_emb_314,0.11144947,0.11144947,Genomic_DNABERT2_block,DNABERT2_embedding
1062,dnabert2_emb_38,0.11144516,0.11144516,Genomic_DNABERT2_block,DNABERT2_embedding
1486,dnabert2_emb_462,-0.11137996,0.11137996,Genomic_DNABERT2_block,DNABERT2_embedding
1607,dnabert2_emb_583,-0.11126937,0.11126937,Genomic_DNABERT2_block,DNABERT2_embedding
1400,dnabert2_emb_376,0.11119423,0.11119423,Genomic_DNABERT2_block,DNABERT2_embedding
274,protein_emb_274,0.11113441,0.11113441,Protein_ProtBERT_SW_block,Protein_embedding
1714,dnabert2_emb_690,-0.11111419,0.11111419,Genomic_DNABERT2_block,DNABERT2_embedding
134,protein_emb_134,-0.1109842,0.1109842,Protein_ProtBERT_SW_block,Protein_embedding
365,protein_emb_365,0.11096477,0.11096477,Protein_ProtBERT_SW_block,Protein_embedding
240,protein_emb_240,-0.11078513,0.11078513,Protein_ProtBERT_SW_block,Protein_embedding
1532,dnabert2_emb_508,0.11074446,0.11074446,Genomic_DNABERT2_block,DNABERT2_embedding
736,protein_emb_736,-0.11056474,0.11056474,Protein_ProtBERT_SW_block,Protein_embedding
0,protein_emb_0,0.11027949,0.11027949,Protein_ProtBERT_SW_block,Protein_embedding
547,protein_emb_547,-0.11015894,0.11015894,Protein_ProtBERT_SW_block,Protein_embedding
1426,dnabert2_emb_402,-0.10995197,0.10995197,Genomic_DNABERT2_block,DNABERT2_embedding
4,protein_emb_4,-0.1099017,0.1099017,Protein_ProtBERT_SW_block,Protein_embedding
1502,dnabert2_emb_478,0.10988346,0.10988346,Genomic_DNABERT2_block,DNABERT2_embedding
210,protein_emb_210,-0.1097394,0.1097394,Protein_ProtBERT_SW_block,Protein_embedding
1118,dnabert2_emb_94,0.10960663,0.10960663,Genomic_DNABERT2_block,DNABERT2_embedding
817,protein_emb_817,0.10945738,0.10945738,Protein_ProtBERT_SW_block,Protein_embedding
1199,dnabert2_emb_175,-0.10932146,0.10932146,Genomic_DNABERT2_block,DNABERT2_embedding
1641,dnabert2_emb_617,0.10874918,0.10874918,Genomic_DNABERT2_block,DNABERT2_embedding
360,protein_emb_360,0.10873372,0.10873372,Protein_ProtBERT_SW_block,Protein_embedding
185,protein_emb_185,0.10870597,0.10870597,Protein_ProtBERT_SW_block,Protein_embedding
1258,dnabert2_emb_234,0.10862388,0.10862388,Genomic_DNABERT2_block,DNABERT2_embedding
778,protein_emb_778,-0.10858481,0.10858481,Protein_ProtBERT_SW_block,Protein_embedding
1048,dnabert2_emb_24,-0.10855583,0.10855583,Genomic_DNABERT2_block,DNABERT2_embedding
277,protein_emb_277,-0.10840372,0.10840372,Protein_ProtBERT_SW_block,Protein_embedding
1149,dnabert2_emb_125,0.10822837,0.10822837,Genomic_DNABERT2_block,DNABERT2_embedding
128,protein_emb_128,-0.10812573,0.10812573,Protein_ProtBERT_SW_block,Protein_embedding
858,protein_emb_858,0.10799612,0.10799612,Protein_ProtBERT_SW_block,Protein_embedding
1225,dnabert2_emb_201,0.10793117,0.10793117,Genomic_DNABERT2_block,DNABERT2_embedding
246,protein_emb_246,0.10780033,0.10780033,Protein_ProtBERT_SW_block,Protein_embedding
390,protein_emb_390,0.10769101,0.10769101,Protein_ProtBERT_SW_block,Protein_embedding
779,protein_emb_779,-0.10737906,0.10737906,Protein_ProtBERT_SW_block,Protein_embedding
1363,dnabert2_emb_339,0.10697238,0.10697238,Genomic_DNABERT2_block,DNABERT2_embedding
1573,dnabert2_emb_549,0.10681632,0.10681632,Genomic_DNABERT2_block,DNABERT2_embedding
1355,dnabert2_emb_331,0.1064268,0.1064268,Genomic_DNABERT2_block,DNABERT2_embedding
690,protein_emb_690,0.10617692,0.10617692,Protein_ProtBERT_SW_block,Protein_embedding
882,protein_emb_882,0.10591039,0.10591039,Protein_ProtBERT_SW_block,Protein_embedding
962,protein_emb_962,0.10584111,0.10584111,Protein_ProtBERT_SW_block,Protein_embedding
1364,dnabert2_emb_340,0.10574635,0.10574635,Genomic_DNABERT2_block,DNABERT2_embedding
312,protein_emb_312,-0.10572656,0.10572656,Protein_ProtBERT_SW_block,Protein_embedding
998,protein_emb_998,-0.10571439,0.10571439,Protein_ProtBERT_SW_block,Protein_embedding
921,protein_emb_921,-0.10570511,0.10570511,Protein_ProtBERT_SW_block,Protein_embedding
145,protein_emb_145,-0.10539666,0.10539666,Protein_ProtBERT_SW_block,Protein_embedding
1477,dnabert2_emb_453,-0.10538128,0.10538128,Genomic_DNABERT2_block,DNABERT2_embedding
1254,dnabert2_emb_230,0.10523166,0.10523166,Genomic_DNABERT2_block,DNABERT2_embedding
485,protein_emb_485,-0.10503444,0.10503444,Protein_ProtBERT_SW_block,Protein_embedding
637,protein_emb_637,0.10502991,0.10502991,Protein_ProtBERT_SW_block,Protein_embedding
1285,dnabert2_emb_261,0.10473844,0.10473844,Genomic_DNABERT2_block,DNABERT2_embedding
1534,dnabert2_emb_510,-0.10437276,0.10437276,Genomic_DNABERT2_block,DNABERT2_embedding
1380,dnabert2_emb_356,-0.10435951,0.10435951,Genomic_DNABERT2_block,DNABERT2_embedding
325,protein_emb_325,-0.10434123,0.10434123,Protein_ProtBERT_SW_block,Protein_embedding
394,protein_emb_394,-0.10432684,0.10432684,Protein_ProtBERT_SW_block,Protein_embedding
557,protein_emb_557,-0.10382482,0.10382482,Protein_ProtBERT_SW_block,Protein_embedding
19,protein_emb_19,0.10380491,0.10380491,Protein_ProtBERT_SW_block,Protein_embedding
924,protein_emb_924,-0.10316505,0.10316505,Protein_ProtBERT_SW_block,Protein_embedding
289,protein_emb_289,-0.10315498,0.10315498,Protein_ProtBERT_SW_block,Protein_embedding
444,protein_emb_444,0.10247452,0.10247452,Protein_ProtBERT_SW_block,Protein_embedding
188,protein_emb_188,0.10203064,0.10203064,Protein_ProtBERT_SW_block,Protein_embedding
1525,dnabert2_emb_501,0.10191677,0.10191677,Genomic_DNABERT2_block,DNABERT2_embedding
108,protein_emb_108,0.10179719,0.10179719,Protein_ProtBERT_SW_block,Protein_embedding
1781,dnabert2_emb_757,0.10160593,0.10160593,Genomic_DNABERT2_block,DNABERT2_embedding
367,protein_emb_367,-0.10146889,0.10146889,Protein_ProtBERT_SW_block,Protein_embedding
112,protein_emb_112,0.10131756,0.10131756,Protein_ProtBERT_SW_block,Protein_embedding
1619,dnabert2_emb_595,-0.10111336,0.10111336,Genomic_DNABERT2_block,DNABERT2_embedding
910,protein_emb_910,-0.10110427,0.10110427,Protein_ProtBERT_SW_block,Protein_embedding
1042,dnabert2_emb_18,-0.10071838,0.10071838,Genomic_DNABERT2_block,DNABERT2_embedding
1510,dnabert2_emb_486,0.10060251,0.10060251,Genomic_DNABERT2_block,DNABERT2_embedding
544,protein_emb_544,0.100368,0.100368,Protein_ProtBERT_SW_block,Protein_embedding
689,protein_emb_689,-0.10031576,0.10031576,Protein_ProtBERT_SW_block,Protein_embedding
266,protein_emb_266,0.10031179,0.10031179,Protein_ProtBERT_SW_block,Protein_embedding
209,protein_emb_209,0.10022341,0.10022341,Protein_ProtBERT_SW_block,Protein_embedding
1154,dnabert2_emb_130,-0.10018473,0.10018473,Genomic_DNABERT2_block,DNABERT2_embedding
982,protein_emb_982,-0.10013036,0.10013036,Protein_ProtBERT_SW_block,Protein_embedding
451,protein_emb_451,0.10007633,0.10007633,Protein_ProtBERT_SW_block,Protein_embedding
969,protein_emb_969,-0.09986601,0.09986601,Protein_ProtBERT_SW_block,Protein_embedding
1028,dnabert2_emb_4,-0.09966826,0.09966826,Genomic_DNABERT2_block,DNABERT2_embedding
986,protein_emb_986,-0.09942317,0.09942317,Protein_ProtBERT_SW_block,Protein_embedding
922,protein_emb_922,-0.09941145,0.09941145,Protein_ProtBERT_SW_block,Protein_embedding
837,protein_emb_837,0.09922736,0.09922736,Protein_ProtBERT_SW_block,Protein_embedding
1135,dnabert2_emb_111,-0.09915538,0.09915538,Genomic_DNABERT2_block,DNABERT2_embedding
1677,dnabert2_emb_653,0.09913436,0.09913436,Genomic_DNABERT2_block,DNABERT2_embedding
1606,dnabert2_emb_582,0.09901238,0.09901238,Genomic_DNABERT2_block,DNABERT2_embedding
9,protein_emb_9,-0.09651277,0.09651277,Protein_ProtBERT_SW_block,Protein_embedding
643,protein_emb_643,-0.09650658,0.09650658,Protein_ProtBERT_SW_block,Protein_embedding
896,protein_emb_896,-0.09631349,0.09631349,Protein_ProtBERT_SW_block,Protein_embedding
409,protein_emb_409,0.09612521,0.09612521,Protein_ProtBERT_SW_block,Protein_embedding
752,protein_emb_752,-0.09593788,0.09593788,Protein_ProtBERT_SW_block,Protein_embedding
1431,dnabert2_emb_407,0.09577626,0.09577626,Genomic_DNABERT2_block,DNABERT2_embedding
1686,dnabert2_emb_662,-0.09556793,0.09556793,Genomic_DNABERT2_block,DNABERT2_embedding
179,protein_emb_179,-0.09513642,0.09513642,Protein_ProtBERT_SW_block,Protein_embedding
1205,dnabert2_emb_181,-0.09492583,0.09492583,Genomic_DNABERT2_block,DNABERT2_embedding
712,protein_emb_712,0.09454595,0.09454595,Protein_ProtBERT_SW_block,Protein_embedding
957,protein_emb_957,0.09396545,0.09396545,Protein_ProtBERT_SW_block,Protein_embedding
1557,dnabert2_emb_533,0.09390666,0.09390666,Genomic_DNABERT2_block,DNABERT2_embedding
422,protein_emb_422,-0.09366805,0.09366805,Protein_ProtBERT_SW_block,Protein_embedding
353,protein_emb_353,-0.09365272,0.09365272,Protein_ProtBERT_SW_block,Protein_embedding
1466,dnabert2_emb_442,-0.09361514,0.09361514,Genomic_DNABERT2_block,DNABERT2_embedding
588,protein_emb_588,0.09326734,0.09326734,Protein_ProtBERT_SW_block,Protein_embedding
1359,dnabert2_emb_335,-0.0926356,0.0926356,Genomic_DNABERT2_block,DNABERT2_embedding
374,protein_emb_374,-0.09247298,0.09247298,Protein_ProtBERT_SW_block,Protein_embedding
602,protein_emb_602,-0.09219622,0.09219622,Protein_ProtBERT_SW_block,Protein_embedding
281,protein_emb_281,-0.09213453,0.09213453,Protein_ProtBERT_SW_block,Protein_embedding
415,protein_emb_415,0.09202453,0.09202453,Protein_ProtBERT_SW_block,Protein_embedding
1524,dnabert2_emb_500,0.09200771,0.09200771,Genomic_DNABERT2_block,DNABERT2_embedding
1489,dnabert2_emb_465,-0.09150886,0.09150886,Genomic_DNABERT2_block,DNABERT2_embedding
120,protein_emb_120,-0.09126705,0.09126705,Protein_ProtBERT_SW_block,Protein_embedding
1304,dnabert2_emb_280,-0.09126403,0.09126403,Genomic_DNABERT2_block,DNABERT2_embedding
499,protein_emb_499,-0.09125049,0.09125049,Protein_ProtBERT_SW_block,Protein_embedding
278,protein_emb_278,0.09108511,0.09108511,Protein_ProtBERT_SW_block,Protein_embedding
1323,dnabert2_emb_299,-0.09049077,0.09049077,Genomic_DNABERT2_block,DNABERT2_embedding
628,protein_emb_628,-0.09031111,0.09031111,Protein_ProtBERT_SW_block,Protein_embedding
1374,dnabert2_emb_350,-0.09023436,0.09023436,Genomic_DNABERT2_block,DNABERT2_embedding
1335,dnabert2_emb_311,0.08988038,0.08988038,Genomic_DNABERT2_block,DNABERT2_embedding
1738,dnabert2_emb_714,-0.08969094,0.08969094,Genomic_DNABERT2_block,DNABERT2_embedding
692,protein_emb_692,-0.08968328,0.08968328,Protein_ProtBERT_SW_block,Protein_embedding
293,protein_emb_293,-0.08929641,0.08929641,Protein_ProtBERT_SW_block,Protein_embedding
117,protein_emb_117,0.08925227,0.08925227,Protein_ProtBERT_SW_block,Protein_embedding
1669,dnabert2_emb_645,0.08919596,0.08919596,Genomic_DNABERT2_block,DNABERT2_embedding
840,protein_emb_840,0.08914626,0.08914626,Protein_ProtBERT_SW_block,Protein_embedding
1209,dnabert2_emb_185,-0.08885403,0.08885403,Genomic_DNABERT2_block,DNABERT2_embedding
621,protein_emb_621,0.08880042,0.08880042,Protein_ProtBERT_SW_block,Protein_embedding
505,protein_emb_505,-0.08871273,0.08871273,Protein_ProtBERT_SW_block,Protein_embedding
589,protein_emb_589,0.0886299,0.0886299,Protein_ProtBERT_SW_block,Protein_embedding
1721,dnabert2_emb_697,-0.08856061,0.08856061,Genomic_DNABERT2_block,DNABERT2_embedding
1027,dnabert2_emb_3,0.08830489,0.08830489,Genomic_DNABERT2_block,DNABERT2_embedding
1074,dnabert2_emb_50,0.08829758,0.08829758,Genomic_DNABERT2_block,DNABERT2_embedding
1321,dnabert2_emb_297,-0.08790985,0.08790985,Genomic_DNABERT2_block,DNABERT2_embedding
466,protein_emb_466,0.0877363,0.0877363,Protein_ProtBERT_SW_block,Protein_embedding
699,protein_emb_699,0.08773367,0.08773367,Protein_ProtBERT_SW_block,Protein_embedding
314,protein_emb_314,0.08772555,0.08772555,Protein_ProtBERT_SW_block,Protein_embedding
404,protein_emb_404,0.08674514,0.08674514,Protein_ProtBERT_SW_block,Protein_embedding
851,protein_emb_851,0.08664576,0.08664576,Protein_ProtBERT_SW_block,Protein_embedding
148,protein_emb_148,0.08639317,0.08639317,Protein_ProtBERT_SW_block,Protein_embedding
220,protein_emb_220,-0.08605834,0.08605834,Protein_ProtBERT_SW_block,Protein_embedding
144,protein_emb_144,-0.08584154,0.08584154,Protein_ProtBERT_SW_block,Protein_embedding
10,protein_emb_10,-0.08566708,0.08566708,Protein_ProtBERT_SW_block,Protein_embedding
581,protein_emb_581,-0.08560243,0.08560243,Protein_ProtBERT_SW_block,Protein_embedding
1025,dnabert2_emb_1,-0.08552677,0.08552677,Genomic_DNABERT2_block,DNABERT2_embedding
308,protein_emb_308,0.0854231,0.0854231,Protein_ProtBERT_SW_block,Protein_embedding
1361,dnabert2_emb_337,0.08533795,0.08533795,Genomic_DNABERT2_block,DNABERT2_embedding
460,protein_emb_460,-0.08531449,0.08531449,Protein_ProtBERT_SW_block,Protein_embedding
611,protein_emb_611,0.0853096,0.0853096,Protein_ProtBERT_SW_block,Protein_embedding
1214,dnabert2_emb_190,-0.08526431,0.08526431,Genomic_DNABERT2_block,DNABERT2_embedding
1235,dnabert2_emb_211,-0.08521386,0.08521386,Genomic_DNABERT2_block,DNABERT2_embedding
995,protein_emb_995,0.08520914,0.08520914,Protein_ProtBERT_SW_block,Protein_embedding
1343,dnabert2_emb_319,-0.0851568,0.0851568,Genomic_DNABERT2_block,DNABERT2_embedding
536,protein_emb_536,0.08464947,0.08464947,Protein_ProtBERT_SW_block,Protein_embedding
799,protein_emb_799,-0.08454096,0.08454096,Protein_ProtBERT_SW_block,Protein_embedding
523,protein_emb_523,-0.0843365,0.0843365,Protein_ProtBERT_SW_block,Protein_embedding
974,protein_emb_974,-0.08418871,0.08418871,Protein_ProtBERT_SW_block,Protein_embedding
723,protein_emb_723,-0.08407179,0.08407179,Protein_ProtBERT_SW_block,Protein_embedding
1018,protein_emb_1018,0.08380536,0.08380536,Protein_ProtBERT_SW_block,Protein_embedding
219,protein_emb_219,0.0836457,0.0836457,Protein_ProtBERT_SW_block,Protein_embedding
1069,dnabert2_emb_45,-0.08351479,0.08351479,Genomic_DNABERT2_block,DNABERT2_embedding
464,protein_emb_464,-0.08336673,0.08336673,Protein_ProtBERT_SW_block,Protein_embedding
1438,dnabert2_emb_414,0.08335158,0.08335158,Genomic_DNABERT2_block,DNABERT2_embedding
945,protein_emb_945,0.08332768,0.08332768,Protein_ProtBERT_SW_block,Protein_embedding
533,protein_emb_533,0.08293867,0.08293867,Protein_ProtBERT_SW_block,Protein_embedding
361,protein_emb_361,0.08280818,0.08280818,Protein_ProtBERT_SW_block,Protein_embedding
956,protein_emb_956,0.0827036,0.0827036,Protein_ProtBERT_SW_block,Protein_embedding
468,protein_emb_468,0.08266852,0.08266852,Protein_ProtBERT_SW_block,Protein_embedding
474,protein_emb_474,-0.08256276,0.08256276,Protein_ProtBERT_SW_block,Protein_embedding
298,protein_emb_298,0.08226779,0.08226779,Protein_ProtBERT_SW_block,Protein_embedding
1539,dnabert2_emb_515,0.08203684,0.08203684,Genomic_DNABERT2_block,DNABERT2_embedding
368,protein_emb_368,0.08191157,0.08191157,Protein_ProtBERT_SW_block,Protein_embedding
732,protein_emb_732,-0.08163156,0.08163156,Protein_ProtBERT_SW_block,Protein_embedding
696,protein_emb_696,0.08153932,0.08153932,Protein_ProtBERT_SW_block,Protein_embedding
247,protein_emb_247,-0.08149016,0.08149016,Protein_ProtBERT_SW_block,Protein_embedding
193,protein_emb_193,-0.0814749,0.0814749,Protein_ProtBERT_SW_block,Protein_embedding
609,protein_emb_609,0.08137565,0.08137565,Protein_ProtBERT_SW_block,Protein_embedding
469,protein_emb_469,-0.08118399,0.08118399,Protein_ProtBERT_SW_block,Protein_embedding
319,protein_emb_319,-0.08113082,0.08113082,Protein_ProtBERT_SW_block,Protein_embedding
935,protein_emb_935,0.08102979,0.08102979,Protein_ProtBERT_SW_block,Protein_embedding
773,protein_emb_773,0.08075536,0.08075536,Protein_ProtBERT_SW_block,Protein_embedding
1735,dnabert2_emb_711,0.08053947,0.08053947,Genomic_DNABERT2_block,DNABERT2_embedding
738,protein_emb_738,-0.08029613,0.08029613,Protein_ProtBERT_SW_block,Protein_embedding
398,protein_emb_398,0.0802074,0.0802074,Protein_ProtBERT_SW_block,Protein_embedding
413,protein_emb_413,0.07975196,0.07975196,Protein_ProtBERT_SW_block,Protein_embedding
135,protein_emb_135,0.07974883,0.07974883,Protein_ProtBERT_SW_block,Protein_embedding
868,protein_emb_868,-0.07973836,0.07973836,Protein_ProtBERT_SW_block,Protein_embedding
1571,dnabert2_emb_547,-0.07970319,0.07970319,Genomic_DNABERT2_block,DNABERT2_embedding
887,protein_emb_887,-0.07935326,0.07935326,Protein_ProtBERT_SW_block,Protein_embedding
1615,dnabert2_emb_591,-0.07904756,0.07904756,Genomic_DNABERT2_block,DNABERT2_embedding
1259,dnabert2_emb_235,0.07875179,0.07875179,Genomic_DNABERT2_block,DNABERT2_embedding
633,protein_emb_633,-0.07853318,0.07853318,Protein_ProtBERT_SW_block,Protein_embedding
1233,dnabert2_emb_209,0.07846187,0.07846187,Genomic_DNABERT2_block,DNABERT2_embedding
686,protein_emb_686,0.07843724,0.07843724,Protein_ProtBERT_SW_block,Protein_embedding
1099,dnabert2_emb_75,0.07839935,0.07839935,Genomic_DNABERT2_block,DNABERT2_embedding
428,protein_emb_428,-0.07831221,0.07831221,Protein_ProtBERT_SW_block,Protein_embedding
287,protein_emb_287,-0.07826963,0.07826963,Protein_ProtBERT_SW_block,Protein_embedding
1680,dnabert2_emb_656,-0.07821736,0.07821736,Genomic_DNABERT2_block,DNABERT2_embedding
498,protein_emb_498,-0.07819351,0.07819351,Protein_ProtBERT_SW_block,Protein_embedding
248,protein_emb_248,0.07816713,0.07816713,Protein_ProtBERT_SW_block,Protein_embedding
130,protein_emb_130,-0.07814969,0.07814969,Protein_ProtBERT_SW_block,Protein_embedding
1442,dnabert2_emb_418,0.07810533,0.07810533,Genomic_DNABERT2_block,DNABERT2_embedding
1636,dnabert2_emb_612,-0.0778811,0.0778811,Genomic_DNABERT2_block,DNABERT2_embedding
27,protein_emb_27,0.07770661,0.07770661,Protein_ProtBERT_SW_block,Protein_embedding
149,protein_emb_149,0.07753548,0.07753548,Protein_ProtBERT_SW_block,Protein_embedding
953,protein_emb_953,0.07736122,0.07736122,Protein_ProtBERT_SW_block,Protein_embedding
888,protein_emb_888,0.07712163,0.07712163,Protein_ProtBERT_SW_block,Protein_embedding
1333,dnabert2_emb_309,0.07696721,0.07696721,Genomic_DNABERT2_block,DNABERT2_embedding
1472,dnabert2_emb_448,0.07681606,0.07681606,Genomic_DNABERT2_block,DNABERT2_embedding
612,protein_emb_612,0.0766783,0.0766783,Protein_ProtBERT_SW_block,Protein_embedding
