scenario_name,scenario_type,split_id,model_name,display_name,model_type,n_total_scenario,n_train,n_val,n_test,n_features,validation_mcc,roc_auc,pr_auc,accuracy,precision,recall,specificity,f1,mcc,tn,fp,fn,tp,threshold
Original_All,original,1,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1155,289,362,356,0.31732,0.61973,0.63847,0.58564,0.60265,0.50276,0.66851,0.54819,0.17367,121,60,90,91,0.52448
Original_All,original,1,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1155,289,362,1024,0.44042,0.73371,0.72644,0.64917,0.59712,0.91713,0.38122,0.72331,0.35337,69,112,15,166,0.36778
Original_All,original,1,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1155,289,362,1380,0.42834,0.7338,0.74059,0.69613,0.7351,0.61326,0.77901,0.66867,0.39777,141,40,70,111,0.54435
Original_All,original,1,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1155,289,362,1792,0.46068,0.75294,0.74895,0.69337,0.68041,0.72928,0.65746,0.704,0.38774,119,62,49,132,0.47642
Original_All,original,2,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.25259,0.57103,0.5958,0.54017,0.54054,0.55249,0.52778,0.54645,0.08029,95,85,81,100,0.47923
Original_All,original,2,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.41751,0.71544,0.67867,0.65928,0.61789,0.83978,0.47778,0.71194,0.34078,86,94,29,152,0.42303
Original_All,original,2,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.43177,0.71145,0.68823,0.65097,0.62222,0.77348,0.52778,0.68966,0.31085,95,85,41,140,0.43062
Original_All,original,2,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.43949,0.71937,0.69391,0.63712,0.63298,0.65746,0.61667,0.64499,0.27436,111,69,62,119,0.4843
Original_All,original,3,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.31462,0.6949,0.69182,0.6482,0.6875,0.54696,0.75,0.60923,0.30322,135,45,82,99,0.52164
Original_All,original,3,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.32201,0.69494,0.69597,0.62881,0.58868,0.86188,0.39444,0.69955,0.29007,71,109,25,156,0.35599
Original_All,original,3,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.34379,0.72178,0.70483,0.6482,0.71094,0.50276,0.79444,0.589,0.31064,143,37,90,91,0.60061
Original_All,original,3,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.42248,0.71427,0.70712,0.67036,0.63136,0.8232,0.51667,0.71463,0.35717,93,87,32,149,0.40462
Original_All,original,4,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.30579,0.68815,0.6826,0.63435,0.7449,0.40556,0.86188,0.52518,0.30068,156,25,107,73,0.54973
Original_All,original,4,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.33798,0.72591,0.69831,0.63712,0.60987,0.75556,0.51934,0.67494,0.28284,94,87,44,136,0.42433
Original_All,original,4,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.38255,0.75282,0.74223,0.63989,0.58929,0.91667,0.36464,0.71739,0.33716,66,115,15,165,0.33162
Original_All,original,4,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.38469,0.75239,0.74289,0.7036,0.68342,0.75556,0.65193,0.71768,0.40964,118,63,44,136,0.45131
Original_All,original,5,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.3366,0.62566,0.61123,0.61219,0.61236,0.60556,0.61878,0.60894,0.22436,112,69,71,109,0.48977
Original_All,original,5,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.39089,0.73155,0.71699,0.66482,0.63111,0.78889,0.54144,0.70123,0.34084,98,83,38,142,0.39812
Original_All,original,5,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.39222,0.73266,0.71953,0.65928,0.74783,0.47778,0.83978,0.58305,0.34078,152,29,94,86,0.63159
Original_All,original,5,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.43063,0.72669,0.70346,0.64543,0.76531,0.41667,0.87293,0.53957,0.32559,158,23,105,75,0.64545
Original_All,original,6,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1155,289,362,356,0.28173,0.64449,0.63394,0.6105,0.61765,0.58011,0.64088,0.59829,0.2214,116,65,76,105,0.50175
Original_All,original,6,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1155,289,362,1024,0.41896,0.72342,0.69218,0.69337,0.70115,0.67403,0.71271,0.68732,0.38703,129,52,59,122,0.52755
Original_All,original,6,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1155,289,362,1380,0.39808,0.7481,0.75055,0.6768,0.67204,0.69061,0.66298,0.6812,0.35373,120,61,56,125,0.51551
Original_All,original,6,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1155,289,362,1792,0.39365,0.75242,0.75163,0.69061,0.66351,0.77348,0.60773,0.71429,0.38656,110,71,41,140,0.44564
Original_All,original,7,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.25585,0.63471,0.64513,0.61219,0.64539,0.50276,0.72222,0.56522,0.23057,130,50,90,91,0.52578
Original_All,original,7,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.34634,0.70436,0.7155,0.64543,0.60996,0.81215,0.47778,0.69668,0.30773,86,94,34,147,0.3716
Original_All,original,7,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.39142,0.73425,0.7316,0.68144,0.68966,0.66298,0.7,0.67606,0.36322,126,54,61,120,0.50215
Original_All,original,7,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.41178,0.73171,0.7297,0.65651,0.67273,0.61326,0.7,0.64162,0.31442,126,54,70,111,0.5036
Original_All,original,8,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.28084,0.58956,0.59564,0.5651,0.57407,0.51381,0.61667,0.54227,0.13117,111,69,88,93,0.49071
Original_All,original,8,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.3474,0.70984,0.67213,0.67313,0.65217,0.74586,0.6,0.69588,0.34964,108,72,46,135,0.45563
Original_All,original,8,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.37728,0.69001,0.66588,0.62881,0.67669,0.49724,0.76111,0.57325,0.26779,137,43,91,90,0.56749
Original_All,original,8,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.41937,0.70157,0.68953,0.63158,0.71429,0.44199,0.82222,0.54608,0.28557,148,32,101,80,0.60075
Original_All,original,9,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.26292,0.63521,0.6394,0.5928,0.68966,0.33333,0.85083,0.44944,0.2153,154,27,120,60,0.56099
Original_All,original,9,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.25325,0.7167,0.69092,0.67036,0.65174,0.72778,0.61326,0.68766,0.34326,111,70,49,131,0.45354
Original_All,original,9,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.31007,0.72778,0.72446,0.65097,0.62385,0.75556,0.54696,0.68342,0.30926,99,82,44,136,0.4319
Original_All,original,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.35318,0.72896,0.72178,0.66205,0.66477,0.65,0.67403,0.6573,0.32413,122,59,63,117,0.53109
Original_All,original,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.28921,0.6558,0.63942,0.58172,0.69333,0.28889,0.87293,0.40784,0.19943,158,23,128,52,0.57929
Original_All,original,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.33602,0.7153,0.68339,0.64543,0.625,0.72222,0.56906,0.6701,0.29472,103,78,50,130,0.4487
Original_All,original,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.37186,0.72815,0.69446,0.66759,0.68987,0.60556,0.72928,0.64497,0.33747,132,49,71,109,0.52498
Original_All,original,10,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.42699,0.72676,0.70696,0.66759,0.66854,0.66111,0.67403,0.6648,0.33518,122,59,61,119,0.48432
Original_All,original,11,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1155,289,362,356,0.2635,0.59962,0.59521,0.55249,0.58879,0.34807,0.75691,0.4375,0.11502,137,44,118,63,0.55072
Original_All,original,11,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1155,289,362,1024,0.30777,0.70804,0.70884,0.64088,0.704,0.48619,0.79558,0.57516,0.29631,144,37,93,88,0.59558
Original_All,original,11,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1155,289,362,1380,0.3402,0.71344,0.71617,0.64641,0.70543,0.50276,0.79006,0.5871,0.30571,143,38,90,91,0.60656
Original_All,original,11,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1155,289,362,1792,0.31802,0.70675,0.66864,0.61326,0.74118,0.34807,0.87845,0.47368,0.2672,159,22,118,63,0.6917
Original_All,original,12,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.25337,0.64893,0.64721,0.60665,0.61143,0.59116,0.62222,0.60112,0.21348,112,68,74,107,0.48871
Original_All,original,12,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.44768,0.71249,0.69309,0.65928,0.72308,0.51934,0.8,0.6045,0.33262,144,36,87,94,0.58168
Original_All,original,12,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.3966,0.72908,0.71317,0.63712,0.72727,0.44199,0.83333,0.54983,0.29908,150,30,101,80,0.63096
Original_All,original,12,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.41834,0.72225,0.70472,0.66759,0.63319,0.8011,0.53333,0.70732,0.34721,96,84,36,145,0.40562
Original_All,original,13,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.2472,0.65835,0.67778,0.61219,0.70297,0.39227,0.83333,0.50355,0.25128,150,30,110,71,0.56493
Original_All,original,13,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.42699,0.71199,0.67666,0.65374,0.60938,0.86188,0.44444,0.71396,0.33724,80,100,25,156,0.38377
Original_All,original,13,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.43518,0.73611,0.72253,0.60665,0.56701,0.9116,0.3,0.69915,0.26761,54,126,16,165,0.31149
Original_All,original,13,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.46834,0.73852,0.73166,0.66482,0.64286,0.74586,0.58333,0.69054,0.33367,105,75,46,135,0.47063
Original_All,original,14,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.28395,0.63447,0.64196,0.5928,0.63415,0.43333,0.75138,0.51485,0.19487,136,45,102,78,0.53437
Original_All,original,14,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.35013,0.7186,0.67669,0.64543,0.67568,0.55556,0.73481,0.60976,0.29519,133,48,80,100,0.53065
Original_All,original,14,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.3581,0.73264,0.68419,0.6759,0.67403,0.67778,0.67403,0.6759,0.35181,122,59,58,122,0.48158
Original_All,original,14,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.35525,0.74995,0.70704,0.67036,0.62249,0.86111,0.48066,0.72261,0.36941,87,94,25,155,0.35081
Original_All,original,15,Genomic_only_K3K4Basic,Genomic-only,random_forest,1806,1156,289,361,356,0.16075,0.67922,0.64955,0.55679,0.70833,0.18889,0.92265,0.29825,0.16425,167,14,146,34,0.61471
Original_All,original,15,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1806,1156,289,361,1024,0.29559,0.76466,0.72164,0.64543,0.60156,0.85556,0.43646,0.70642,0.32149,79,102,26,154,0.36476
Original_All,original,15,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1806,1156,289,361,1380,0.31981,0.77061,0.74398,0.7036,0.65801,0.84444,0.56354,0.73966,0.42495,102,79,28,152,0.41565
Original_All,original,15,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1806,1156,289,361,1792,0.34336,0.76328,0.74919,0.67867,0.7,0.62222,0.73481,0.65882,0.35935,133,48,68,112,0.51622
Random_Negatives_1,random_negative_subset,1,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.26809,0.62184,0.62973,0.59643,0.64516,0.42857,0.76429,0.51502,0.20474,107,33,80,60,0.54986
Random_Negatives_1,random_negative_subset,1,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.37146,0.6514,0.64283,0.58571,0.60526,0.49286,0.67857,0.54331,0.17446,95,45,71,69,0.57864
Random_Negatives_1,random_negative_subset,1,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33988,0.66066,0.66367,0.57857,0.65714,0.32857,0.82857,0.4381,0.18145,116,24,94,46,0.65246
Random_Negatives_1,random_negative_subset,1,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.32176,0.65209,0.65134,0.6,0.63208,0.47857,0.72143,0.54472,0.20617,101,39,73,67,0.58944
Random_Negatives_1,random_negative_subset,2,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.30462,0.55796,0.55918,0.51786,0.51196,0.76429,0.27143,0.61318,0.04105,38,102,33,107,0.41281
Random_Negatives_1,random_negative_subset,2,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.34375,0.71082,0.69639,0.625,0.59777,0.76429,0.48571,0.67085,0.2603,68,72,33,107,0.42048
Random_Negatives_1,random_negative_subset,2,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.37406,0.69699,0.70371,0.62143,0.7931,0.32857,0.91429,0.46465,0.29963,128,12,94,46,0.62908
Random_Negatives_1,random_negative_subset,2,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.35041,0.68911,0.70269,0.61429,0.58889,0.75714,0.47143,0.6625,0.23851,66,74,34,106,0.38956
Random_Negatives_1,random_negative_subset,3,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.22583,0.6877,0.68061,0.63929,0.61963,0.72143,0.55714,0.66667,0.28241,78,62,39,101,0.47232
Random_Negatives_1,random_negative_subset,3,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.35637,0.77161,0.76111,0.63929,0.58904,0.92143,0.35714,0.71866,0.33743,50,90,11,129,0.33593
Random_Negatives_1,random_negative_subset,3,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.39391,0.78587,0.78829,0.63929,0.58986,0.91429,0.36429,0.71709,0.33355,51,89,12,128,0.3585
Random_Negatives_1,random_negative_subset,3,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.33003,0.77668,0.7863,0.62857,0.58491,0.88571,0.37143,0.70455,0.29983,52,88,16,124,0.34681
Random_Negatives_1,random_negative_subset,4,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.29139,0.62781,0.61933,0.58571,0.61538,0.45714,0.71429,0.52459,0.17739,100,40,76,64,0.51874
Random_Negatives_1,random_negative_subset,4,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.37406,0.68204,0.63198,0.54643,0.64444,0.20714,0.88571,0.31351,0.12642,124,16,111,29,0.71076
Random_Negatives_1,random_negative_subset,4,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.39631,0.69862,0.65605,0.58214,0.75556,0.24286,0.92143,0.36757,0.22366,129,11,106,34,0.70593
Random_Negatives_1,random_negative_subset,4,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38374,0.70311,0.66206,0.59643,0.76471,0.27857,0.91429,0.40838,0.24984,128,12,101,39,0.69969
Random_Negatives_1,random_negative_subset,5,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.2859,0.66526,0.67627,0.60357,0.59732,0.63571,0.57143,0.61592,0.20757,80,60,51,89,0.49168
Random_Negatives_1,random_negative_subset,5,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.31678,0.70281,0.70083,0.63929,0.60428,0.80714,0.47143,0.69113,0.29573,66,74,27,113,0.40836
Random_Negatives_1,random_negative_subset,5,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.32353,0.72875,0.73675,0.64643,0.61081,0.80714,0.48571,0.69538,0.30927,68,72,27,113,0.42046
Random_Negatives_1,random_negative_subset,5,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.30243,0.73699,0.72488,0.64643,0.6,0.87857,0.41429,0.71304,0.33066,58,82,17,123,0.36976
Random_Negatives_1,random_negative_subset,6,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.29732,0.57449,0.60992,0.55714,0.54819,0.65,0.46429,0.59477,0.11631,65,75,49,91,0.46238
Random_Negatives_1,random_negative_subset,6,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.27689,0.69375,0.67802,0.63214,0.64122,0.6,0.66429,0.61993,0.26483,93,47,56,84,0.49271
Random_Negatives_1,random_negative_subset,6,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.31861,0.70186,0.71941,0.64643,0.75309,0.43571,0.85714,0.55204,0.32293,120,20,79,61,0.60983
Random_Negatives_1,random_negative_subset,6,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.29607,0.69857,0.7007,0.63214,0.63121,0.63571,0.62857,0.63345,0.26429,88,52,51,89,0.46273
Random_Negatives_1,random_negative_subset,7,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.29987,0.61531,0.62521,0.55,0.54217,0.64286,0.45714,0.58824,0.10177,64,76,50,90,0.47271
Random_Negatives_1,random_negative_subset,7,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.3404,0.7462,0.71741,0.70357,0.69128,0.73571,0.67143,0.7128,0.40799,94,46,37,103,0.47471
Random_Negatives_1,random_negative_subset,7,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.34308,0.73449,0.70508,0.675,0.62312,0.88571,0.46429,0.73156,0.38595,65,75,16,124,0.36652
Random_Negatives_1,random_negative_subset,7,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.38095,0.72872,0.70708,0.675,0.65605,0.73571,0.61429,0.6936,0.35261,86,54,37,103,0.43273
Random_Negatives_1,random_negative_subset,8,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.19892,0.63719,0.65221,0.58571,0.72222,0.27857,0.89286,0.40206,0.21725,125,15,101,39,0.59812
Random_Negatives_1,random_negative_subset,8,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.35001,0.71056,0.68708,0.61786,0.68966,0.42857,0.80714,0.52863,0.25467,113,27,80,60,0.59994
Random_Negatives_1,random_negative_subset,8,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33197,0.71964,0.7154,0.65714,0.71154,0.52857,0.78571,0.60656,0.32522,110,30,66,74,0.59058
Random_Negatives_1,random_negative_subset,8,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.37555,0.71536,0.71742,0.66071,0.73196,0.50714,0.81429,0.59916,0.33775,114,26,69,71,0.59929
Random_Negatives_1,random_negative_subset,9,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.34375,0.6148,0.61811,0.58214,0.6,0.49286,0.67143,0.54118,0.16697,94,46,71,69,0.50935
Random_Negatives_1,random_negative_subset,9,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.33632,0.69587,0.68422,0.61429,0.58889,0.75714,0.47143,0.6625,0.23851,66,74,34,106,0.44788
Random_Negatives_1,random_negative_subset,9,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.33423,0.69423,0.68324,0.62857,0.60345,0.75,0.50714,0.66879,0.26508,71,69,35,105,0.46204
Random_Negatives_1,random_negative_subset,9,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.3171,0.72663,0.73819,0.64643,0.61081,0.80714,0.48571,0.69538,0.30927,68,72,27,113,0.43376
Random_Negatives_1,random_negative_subset,10,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.1927,0.63291,0.62571,0.56786,0.64615,0.3,0.83571,0.40976,0.16072,117,23,98,42,0.58326
Random_Negatives_1,random_negative_subset,10,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.37712,0.66939,0.6471,0.63571,0.59406,0.85714,0.41429,0.70175,0.30273,58,82,20,120,0.37832
Random_Negatives_1,random_negative_subset,10,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.40452,0.68696,0.6847,0.63929,0.59512,0.87143,0.40714,0.70725,0.31453,57,83,18,122,0.37291
Random_Negatives_1,random_negative_subset,10,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.3583,0.69543,0.68435,0.64643,0.59809,0.89286,0.4,0.71633,0.33657,56,84,15,125,0.37452
Random_Negatives_1,random_negative_subset,11,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.22964,0.61474,0.59756,0.55,0.70588,0.17143,0.92857,0.27586,0.15308,130,10,116,24,0.60787
Random_Negatives_1,random_negative_subset,11,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.27096,0.70661,0.68079,0.66786,0.64242,0.75714,0.57857,0.69508,0.3412,81,59,34,106,0.43212
Random_Negatives_1,random_negative_subset,11,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.30781,0.72791,0.71376,0.60357,0.70423,0.35714,0.85,0.47393,0.23807,119,21,90,50,0.64906
Random_Negatives_1,random_negative_subset,11,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.33336,0.74286,0.73919,0.69286,0.65,0.83571,0.55,0.73125,0.40249,77,63,23,117,0.38216
Random_Negatives_1,random_negative_subset,12,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.25004,0.62224,0.62478,0.57857,0.57746,0.58571,0.57143,0.58156,0.15716,80,60,58,82,0.48749
Random_Negatives_1,random_negative_subset,12,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.4033,0.68352,0.66534,0.58214,0.55111,0.88571,0.27857,0.67945,0.20675,39,101,16,124,0.32208
Random_Negatives_1,random_negative_subset,12,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.35873,0.68066,0.6915,0.56786,0.53909,0.93571,0.2,0.68407,0.20038,28,112,9,131,0.28725
Random_Negatives_1,random_negative_subset,12,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.33295,0.70352,0.68786,0.58571,0.5531,0.89286,0.27857,0.68306,0.21725,39,101,15,125,0.32891
Random_Negatives_1,random_negative_subset,13,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.21651,0.61888,0.62721,0.575,0.57143,0.6,0.55,0.58537,0.15019,77,63,56,84,0.48585
Random_Negatives_1,random_negative_subset,13,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.38596,0.66107,0.6148,0.57143,0.62195,0.36429,0.77857,0.45946,0.15696,109,31,89,51,0.63429
Random_Negatives_1,random_negative_subset,13,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.39387,0.6876,0.65873,0.63571,0.64615,0.6,0.67143,0.62222,0.27212,94,46,56,84,0.54644
Random_Negatives_1,random_negative_subset,13,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.39311,0.6912,0.68295,0.63214,0.62759,0.65,0.61429,0.6386,0.26445,86,54,49,91,0.46718
Random_Negatives_1,random_negative_subset,14,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.26576,0.63724,0.63762,0.57857,0.61224,0.42857,0.72857,0.5042,0.16473,102,38,80,60,0.54126
Random_Negatives_1,random_negative_subset,14,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.37146,0.71485,0.70961,0.65714,0.6746,0.60714,0.70714,0.6391,0.31587,99,41,55,85,0.5351
Random_Negatives_1,random_negative_subset,14,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.4206,0.71839,0.71986,0.65714,0.71569,0.52143,0.79286,0.60331,0.32654,111,29,67,73,0.59481
Random_Negatives_1,random_negative_subset,14,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.39954,0.69122,0.70175,0.61429,0.58333,0.8,0.42857,0.6747,0.24618,60,80,28,112,0.40177
Random_Negatives_1,random_negative_subset,15,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.33048,0.62561,0.63465,0.625,0.62411,0.62857,0.62143,0.62633,0.25001,87,53,52,88,0.51235
Random_Negatives_1,random_negative_subset,15,Protein_only_ProtBERT_SW,Protein-only,svm_rbf,1400,896,224,280,1024,0.36886,0.74523,0.76548,0.675,0.63388,0.82857,0.52143,0.71827,0.36778,73,67,24,116,0.44821
Random_Negatives_1,random_negative_subset,15,Handcrafted_multimodal,Handcrafted multimodal,svm_rbf,1400,896,224,280,1380,0.37796,0.75579,0.7785,0.71429,0.72059,0.7,0.72857,0.71014,0.42875,102,38,42,98,0.5334
Random_Negatives_1,random_negative_subset,15,DNABERT2_multimodal,DNABERT-2 multimodal,svm_rbf,1400,896,224,280,1792,0.40148,0.76117,0.76728,0.68571,0.75,0.55714,0.81429,0.63934,0.38435,114,26,62,78,0.59079
Random_Negatives_2,random_negative_subset,1,Genomic_only_K3K4Basic,Genomic-only,random_forest,1400,896,224,280,356,0.29374,0.60587,0.60473,0.55357,0.57426,0.41429,0.69286,0.48133,0.11156,97,43,82,58,0.52739
