gene,source_file,source_file_name,model_guess,gene_col,score_col,rank_col,score_value,rank_value,context_rank,context_score,context_list_name,context_theme,context_group,context_model_name
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase19b_external_supported_negative_audit/results/phase19b_external_supported_current_negatives_consensus_ranked.csv,phase19b_external_supported_current_negatives_consensus_ranked.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase19b_external_supported_negative_audit/results/phase19b_external_supported_current_negatives_consensus_ranked.csv,phase19b_external_supported_current_negatives_consensus_ranked.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase19b_external_supported_negative_audit/results/phase19b_external_supported_current_negatives_consensus_ranked.csv,phase19b_external_supported_current_negatives_consensus_ranked.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase19b_external_supported_negative_audit/results/phase19b_external_supported_current_negatives_consensus_ranked.csv,phase19b_external_supported_current_negatives_consensus_ranked.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase19b_external_supported_negative_audit/results/phase19b_external_supported_current_negatives_consensus_ranked.csv,phase19b_external_supported_current_negatives_consensus_ranked.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase19b_external_supported_negative_audit/results/phase19b_external_supported_current_negatives_consensus_ranked.csv,phase19b_external_supported_current_negatives_consensus_ranked.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
NDUFV1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
GAD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
MTNR1B,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
HHEX,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
PDX1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
NDUFB3,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
SLC5A1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
IGF2BP2,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
SCD5,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,0,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_all_genes_with_pathway_annotations.csv,phase20_all_genes_with_pathway_annotations.csv,Protein_only,gene_symbol,true_label,,1,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
INSR,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NEUROD1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
ABCC8,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
CACNA1D,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
KCNJ11,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
DPP4,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA13,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFA7,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB1,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
NDUFB2,/content/drive/MyDrive/Project_Protein/model/phase20_pathway_network_validation/results/phase20_curated_network_edges_all.csv,phase20_curated_network_edges_all.csv,Protein_only,gene_a,a_in_universe,,True,,,,,,,
